generation,max_fitness,avg_fitness,best_individual
0,390,376.267,0100001010110110001101010110110110110010000101111001101000001110110010110111010100001000010110001100
1,390,377.133,0100001010110110001101010110110110110010000101111001101000001110110010110111010100001000010110001100
2,390,376.4,0100001010110110001101010110110110110010000101111001101000001110110010110111010100001000010110001100
3,390,379.033,0100001010110110001101010110110110110010000101111001101000001110110010110111010100001000010110001100
4,397,380.033,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
5,397,380,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
6,397,380.6,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
7,397,380.033,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
8,397,379.6,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
9,397,380.533,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
10,397,379.367,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
11,397,380.133,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
12,397,381.033,1101110000001000011101010100100011000011010010010100110100110001100001010111011000101110000000100011
13,397,382.433,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
14,397,381.867,1101110000001000011101010100100011000011010010010100110100110001100001010111011000101110000000100011
15,397,381.867,1101110000001000111101010100000011000011010010010100110100110001100000000111011000101110000000100111
16,397,382.233,1101110000001000011101010100100011000011010010010100110100110001100001010111011000101110000000100011
17,398,383.8,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
18,398,381.367,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
19,398,382.3,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
20,398,380.633,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
21,398,382.4,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
22,398,383.667,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
23,398,385.6,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
24,398,383.533,1001110000001000111101010100100011000011010010011100110100110101110001010111011000101110000001100011
25,398,384.533,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
26,398,385.033,1001110000001000111101010100100011000011010010011100110100110101110001010111011000101110000001100011
27,398,385.4,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
28,398,384.167,1001110000001000111101010100100011000011010010011100110100110101110001010111011000101110000001100011
29,398,386.467,0101001000100111001101010100100011000011010010011100110110110101110001010111011000101110000000100011
30,398,385.867,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
31,398,386.3,1001110000001000111101010100100011000011010010011100110100110101110001010111011000101110000001100011
32,398,385.833,0101001000100111001101010100100011000011010010011100110110110101110001010111011000101110000000100011
33,398,387.733,0101001000100110011100000110110110000010001101101101101001110000010101110000101100110000100110001000
34,398,385.1,1001110000001000111101010100100011000011010010011100110100110101110001010111011000101110000001100011
35,398,386.333,0101001000100111001101010100100011000011010010011100110110110101110001010111011000101110000000100011
36,399,388.667,1000111010101000011110011100110110101010101010011100110100110101110001010010100001010011000110101011
37,399,387.333,1000111010101000011110011100110110101010101010011100110100110101110001010010100001010011000110101011
38,400,385.5,1001110001001011101101011110100011000011000101001111101100110101110011010010100100010001000100101011
39,400,386.567,1001110001001011101101011110100011000011000101001111101100110101110011010010100100010001000100101011
40,400,387.167,1001110001001011101101011110100011000011000101001111101100110101110011010010100100010001000100101011
41,400,387.8,1001110001001011101101011110100011000011000101001111101100110101110011010010100100010001000100101011
42,403,388.333,1001110001001011101100010110111111101010011100101110010101110000110001010010100001011011000110111011
43,403,389.4,1001110001001011101100010110111111101010011100101110010101110000110001010010100001011011000110111011
44,403,389.333,1001110001001011101100010110111111101010011100101110010101110000110001010010100001011011000110111011
45,403,389.867,1001110001001011101100010110111111101010011100101110010101110000110001010010100001011011000110111011
46,403,389.2,1001110001001011101100010110111111101010011100101110010101110000110001010010100001011011000110111011
47,403,388.033,1001110001001011101100010110111111101010011100101110010101110000110001010010100001011011000110111011
48,405,389.033,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
49,405,389.767,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
50,405,388.933,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
51,405,389.5,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
52,405,389.1,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
53,405,389.033,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
54,405,388.433,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
55,405,388.4,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
56,405,389.1,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
57,405,387.933,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
58,405,388.167,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
59,405,388.867,1001110101000011101100010111101111100100011110001110010101110101010011110110100000010001010100101101
60,405,389.933,1001110011001011101100010110101111101100011110001110010101110101010011110110100000010001000100101111
61,405,391,1001110101000011101100010111101111100100011110001110010101110101010011110110100000010001010100101101
62,405,392.533,1001111101000011101101010111101111100100010110001110010101110101010011110110100001100011100110111011
63,408,391.4,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
64,408,393.433,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
65,408,393.367,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
66,408,394.5,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
67,408,394.8,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
68,408,394.167,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
69,408,393.867,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
70,408,392.033,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
71,408,389.2,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
72,408,389.4,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
73,408,389.9,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
74,408,390.433,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
75,408,387.233,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
76,408,389.933,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
77,408,390,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
78,408,390.6,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
79,408,389.433,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
80,408,389.633,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
81,408,387.233,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
82,408,388.7,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
83,408,390.2,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
84,408,390.433,1001111101000011101111110111101111100100010110001110010101110101010011110110100001100011100100101001
85,409,390.3,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
86,409,390.9,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
87,409,390.833,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
88,409,389,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
89,409,388,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
90,409,385.7,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
91,409,385.2,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
92,409,387.567,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
93,409,386.967,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
94,409,387.4,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
95,409,388.933,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
96,409,388.167,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
97,409,389.533,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
98,409,390.067,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
99,409,389.567,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
100,409,388.6,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
101,409,387.8,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
102,409,388.267,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
103,409,390.533,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
104,409,390.9,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
105,409,389.233,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
106,409,389.333,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
107,409,389.933,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
108,409,390.333,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
109,409,392.5,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
110,409,390.933,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
111,409,391.167,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
112,409,389.4,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
113,409,389.033,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
114,409,390.433,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
115,409,388.9,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
116,409,388.567,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
117,409,390.133,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
118,409,389.933,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
119,409,388.833,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
120,409,390.867,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
121,409,390.1,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
122,409,390.167,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
123,409,390,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
124,409,391.7,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
125,409,390.3,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
126,409,390.833,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
127,409,393,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
128,409,393.567,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
129,409,391.433,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
130,409,390.667,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
131,409,391.033,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
132,409,391.333,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
133,409,392.367,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
134,409,391.5,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
135,409,391.867,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
136,409,391.2,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
137,409,389.233,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
138,409,390.3,1001111101000011101111110111111011100100010110001110000101110101010011110110100001100011100100101001
139,409,389.8,0001111101000011011001110011100000101100010110001110000101110101010111110110100001100011100100101001
140,409,388.633,0101111011000011001001110011100000101100010110000110010101110101010011110110101001100011100100101001
141,409,392.467,0101111101000011001101110111100000110100110010001110010101110101010011100110100001101111100100101001
142,411,391.033,0001100110000111001001010110100000101100010010000111010101010101001011110010101001100011001100101001
143,411,390.9,0001100110000111001001010110100000101100010010000111010101010101001011110010101001100011001100101001
144,411,393.967,0001100110000111001001010110100000101100010010000111010101010101001011110010101001100011001100101001
145,414,391.033,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
146,414,392.167,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
147,414,393.8,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
148,414,395.667,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
149,414,396.4,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
150,414,396.067,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
151,414,397.133,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
152,414,395.2,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
153,414,392.867,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
154,414,392.667,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
155,414,392.7,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
156,414,390.467,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
157,414,390.933,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
158,414,391.367,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
159,414,390.2,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
160,414,392.433,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
161,414,392.333,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
162,414,390.467,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
163,414,392.1,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
164,414,390.867,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
165,414,392.033,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
166,414,391.9,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
167,414,388.167,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
168,414,390.1,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
169,414,390.833,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
170,414,390.767,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
171,414,390.2,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
172,414,392.567,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
173,414,392.833,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
174,414,392.267,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
175,414,393.867,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
176,414,391.767,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
177,414,392.267,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
178,414,390.933,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
179,414,389,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
180,414,386.8,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
181,414,392.033,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
182,414,388.8,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
183,414,391.133,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
184,414,390.867,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
185,414,392.4,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
186,414,390.3,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
187,414,392.2,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
188,414,394.567,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
189,414,394.2,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
190,414,393.3,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
191,414,392.733,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
192,414,394.7,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
193,414,394.933,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
194,414,394.8,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
195,414,392,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
196,414,388.867,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
197,414,389.133,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
198,414,390.8,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
199,414,392.5,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
200,414,390.933,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
201,414,394.033,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
202,414,393.933,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
203,414,391.467,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
204,414,388.633,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
205,414,390.533,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
206,414,393.3,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
207,414,391.5,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
208,414,391.967,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
209,414,392.433,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
210,414,395.533,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
211,414,393.067,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
212,414,393.433,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
213,414,392.033,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
214,414,394.2,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
215,414,395.167,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
216,414,394.133,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
217,414,397.633,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
218,414,393.433,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
219,414,394.1,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
220,414,393.1,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
221,414,389.733,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
222,414,393.267,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
223,414,393.133,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
224,414,391.233,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
225,414,392.033,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
226,414,391.067,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
227,414,390.733,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
228,414,390.667,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
229,414,392.9,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
230,414,393.867,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
231,414,394.2,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
232,414,394.167,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
233,414,393.167,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
234,414,392.3,0001100110000111101101010110100000100100010110001111000101110101011111110110100000100001000000101001
235,414,396,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
236,414,397.033,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
237,414,394.533,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
238,414,392.3,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
239,414,389.967,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
240,414,389.333,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
241,414,391.833,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
242,414,389.4,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
243,414,390.233,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
244,414,391.133,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
245,414,392.867,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
246,414,393.533,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
247,414,395.967,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
248,414,393,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
249,414,395.467,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
250,414,396.833,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
251,414,394.567,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
252,414,391.433,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
253,414,393.067,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
254,414,393.567,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
255,414,394.833,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
256,414,394.933,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
257,414,393.567,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
258,414,394.767,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
259,414,393.833,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
260,414,394.9,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
261,414,392.133,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
262,414,388.533,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
263,414,388.567,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
264,414,390.067,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
265,414,389.467,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
266,414,388.433,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
267,414,389,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
268,414,392.433,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
269,414,391.833,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
270,414,391.067,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
271,414,389.633,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
272,414,394.3,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
273,414,397.7,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
274,414,396.867,0001100100010111001001010110100000100100010110001111000101110101010111110110100001100001100100101001
275,414,393.833,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
276,414,394.133,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
277,414,393.2,0001100100110111001001010110100000100100010110001111000101110101010111110110100001100001100110101001
278,414,391.467,0001100110000111101101010110100000100100010110001111001101010101011011110110100000100001000000101001
279,414,390.167,0101100100010111001001010110100000100100010110001111000111110101000111110110100011110001100100101001
280,414,388.233,0001100100110111001001010110100000100100010110001111000101110101010111110110100001100001100110101001
281,417,391.467,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
282,417,388.1,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
283,417,388.567,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
284,417,388.1,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
285,417,389.733,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
286,417,389.033,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
287,417,390.6,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
288,417,392.4,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
289,417,387.567,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
290,417,391.267,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
291,417,390.967,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
292,417,394.9,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
293,417,396.933,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
294,417,391.433,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
295,417,391.267,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
296,417,390.3,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
297,417,390.6,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
298,417,387.133,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
299,417,388.533,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
300,417,389.267,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
301,417,388.533,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
302,417,388.367,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
303,417,390.967,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
304,417,391.2,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
305,417,392.967,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
306,417,393.433,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
307,417,392,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
308,417,391.6,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
309,417,391.2,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
310,417,390.067,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
311,417,390.2,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
312,417,392.6,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
313,417,392.633,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
314,417,391.533,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
315,417,392,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
316,417,390.1,0101100100010011001101010110100000100100010110001111000101110101010111100110100000100001100110101001
