generation,max_fitness,avg_fitness,best_individual
0,390,376.467,0101111100011111001100000110111101000110011010000110000011000101110111110100111111110111000101011110
1,390,377.8,0101111100011111001100000110111101000110011010000110000011000101110111110100111111110111000101011110
2,390,377.8,0101111100011111001100000110111101000110011010000110000011000101110111110100111111110111000101011110
3,390,379.367,0101111100011111001100000110111101000110011010000110000011000101110111110100111111110111000101011110
4,392,379.433,0101001111100010101111101100111000100101011110100011000011011010000011110100000010010000000100111001
5,393,379.5,1010001110100110001111011010101101101011000111110001011101110100000011101101101111011111101010111111
6,393,380.2,1010001110100110001111011010101101101011000111110001011101110100000011101101101111011111101010111111
7,396,381.4,0010101100101011011011101101111100111101000100010101101001110101010010100101001011011111101110111111
8,396,383.5,0010101100101011011011101101111100111101000100010101101001110101010010100101001011011111101110111111
9,396,382.067,0010101100101011011011101101111100111101000100010101101001110101010010100101001011011111101110111111
10,396,382.033,0010101100101011011011101101111100111101000100010101101001110101010010100101001011011111101110111111
11,396,380.767,0010101100101011011011101101111100111101000100010101101001110101010010100101001011011111101110111111
12,396,380.633,0010101100101011011011101101111100111101000100010101101001110101010010100101001011011111101110111111
13,400,381.867,1000011101100110001111010000101101101110000111111011000100100111010110111110101011000111101110111111
14,406,383.833,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
15,406,384.633,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
16,406,385,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
17,406,385.567,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
18,406,388.033,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
19,406,389.6,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
20,406,390.267,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
21,406,387.833,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
22,406,388.467,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
23,406,385.7,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
24,406,383.533,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
25,406,385.367,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
26,406,385.633,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
27,406,384.067,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
28,406,383.7,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
29,406,386.367,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
30,406,387.033,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
31,406,386.067,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
32,406,389.067,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
33,406,389.433,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
34,406,389.833,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
35,406,391.4,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
36,406,386.367,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
37,406,390.367,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
38,406,390.1,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
39,406,388.433,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
40,406,391.967,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
41,406,392.5,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
42,406,392.467,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
43,406,392.233,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
44,406,391.233,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
45,406,389.267,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
46,406,389.433,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
47,406,388.667,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
48,406,389.533,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
49,406,386.767,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
50,406,387.933,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
51,406,389.167,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
52,406,389.467,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
53,406,391.033,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
54,406,388.267,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
55,406,388.133,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
56,406,388.7,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
57,406,386.767,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
58,406,388.567,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
59,406,388.467,1000011101000010001111011000101100011100000100010101101001110100010110100101001011011111101000111011
60,408,389.2,0000011101100010001111011000101100011100011100010100101001110100010110100101001011011111101000101011
61,408,389.267,0000011101100010001111011000101100011100011100010100101001110100010110100101001011011111101000101011
62,408,390.267,0000011101100010001111011000101100011100011100010100101001110100010110100101001011011111101000101011
63,408,388.433,0000011101100010001111011000101100011100011100010100101001110100010110100101001011011111101000101011
