generation,max_fitness,avg_fitness,best_individual
0,398,378.833,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
1,398,379.7,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
2,398,379.433,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
3,398,380.9,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
4,398,381.9,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
5,398,380.3,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
6,398,379.433,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
7,398,379.267,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
8,398,380.5,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
9,398,381.867,1011111111100010101110111011100100011110100110010111010101111001100101010010101000011011101000110001
10,398,383.9,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
11,398,382.9,1011111111100010101110111011100100011110100110010111010101111001100101010010101000011011101000110001
12,398,383.4,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
13,398,384.567,1011111111100010101110111011100100011110100110010111010101111001100101010010101000011011101000110001
14,398,387.267,1001101111100010001010111011000100011010100110100110101101100001001101010011101000011011101000010001
15,398,386.267,1011111111100010101110111011000100011010100110010111010101101001100101010010101000011011101000110001
16,400,386.367,0011111101100110101111101101100110110110100100100100110011110111101110100111111110001011101000110001
17,400,388,0011111101100110101111101101100110110110100100100100110011110111101110100111111110001011101000110001
18,400,386.967,0011111101100110101111101101100110110110100100100100110011110111101110100111111110001011101000110001
19,401,387.567,1011111110100010101010111011000100011010000110110111110101111001100100010010101001011011111000110001
20,401,385.6,1011111110100010101010111011000100011010000110110111110101111001100100010010101001011011111000110001
21,401,386.467,1011111110100010101010111011000100011010000110110111110101111001100100010010101001011011111000110001
22,401,385.8,1011111110100010101010111011000100011010000110110111110101111001100100010010101001011011111000110001
23,401,387.8,1101101001111110101111101101100110110010100100100100101011110111101110100111011110111011101000011011
24,401,387.8,1011111110100010101010111011000100011010000110110111110101111001100100010010101001011011111000110001
25,401,386.2,1101101001111110101111101101100110110010100100100100101011110111101110100111011110111011101000011011
26,401,386.8,1011111110100010101010111011000100011010000110110111110101111001100100010010101001011011111000110001
27,401,386.8,1101101001111110101111101101100110110010100100100100101011110111101110100111011110111011101000011011
28,401,386.9,1011111110100010101010111011000100011010000110110111110101111001100100010010101001011011111000110001
29,403,389.2,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
30,403,387.3,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
31,403,388.667,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
32,403,386.667,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
33,403,386.467,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
34,403,387.067,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
35,403,387.7,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
36,403,387.267,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
37,403,387.267,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
38,403,387.5,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
39,403,384.867,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
40,403,384.333,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
41,403,385.7,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
42,403,386.733,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
43,403,385.4,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
44,403,386.767,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
45,403,387.9,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
46,403,388.7,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
47,403,387.633,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
48,403,387.2,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
49,403,387.8,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
50,403,384.533,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
51,403,384.6,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
52,403,383.533,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
53,403,382.733,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
54,403,384.5,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
55,403,383.733,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
56,403,385.5,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
57,403,385.6,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
58,403,386.767,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
59,403,386.367,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
60,403,385.233,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
61,403,386.867,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
62,403,387.067,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
63,403,384.9,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
64,403,384.233,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
65,403,383.4,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
66,403,382.3,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
67,403,385.733,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
68,403,384.067,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
69,403,384.967,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
70,403,386.5,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
71,403,385.733,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
72,403,383.833,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
73,403,387.233,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
74,403,385.7,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
75,403,385.6,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
76,403,384.767,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
77,403,385.2,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
78,403,386.033,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
79,403,384.9,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
80,403,388.233,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
81,403,388.4,1001111111100010101010111001010100111010000110110111110101111001000100010010101001011010010000101001
82,403,389.667,1011111110100110101010111001010100011010000110110111110101111001000100010010101001011010010000101001
83,403,390.3,1011111110000110101010111000110100011010000110111111110101111001000100010110101001011010010000101001
84,405,391.267,1011111111100011101010111001010100111010100110110111110001100000000110010010101101011010000000101001
85,405,388.567,1011111111100011101010111001010100111010100110110111110001100000000110010010101101011010000000101001
86,408,387.5,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
87,408,384.733,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
88,408,385.8,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
89,408,386.967,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
90,408,384.567,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
91,408,386.233,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
92,408,385.333,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
93,408,387.767,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
94,408,390.767,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
95,408,389.7,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
96,408,391.467,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
97,408,391,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
98,408,389.267,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
99,408,388.633,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
100,408,389,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
101,408,389.933,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
102,408,389.567,1011111111100011101010111001100100111010110110110011100001100000000110010001101100011010000000101001
103,408,388.067,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
104,408,388.5,1011111111100011101010111001100100111010110110110011100001100000000110010001101100011010000000101001
105,408,387.3,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
106,408,388.3,1011111111100011101010111001100100111010110110110011100001100000000110010001101100011010000000101001
107,408,389.433,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
108,408,389.7,1011111111100011101010111001100100111010110110110011100001100000000110010001101100011010000000101001
109,408,391.1,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
110,408,390.6,1011111111100011101010111001100100111010110110110011100001100000000110010001101100011010000000101001
111,408,390.133,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
112,408,390.3,1011111111100011101010111001100100111010110110110011100001100000000110010001101100011010000000101001
113,408,389.5,1011111111100011101010111001110100111010110110110111110001100000000110010011101101011010000000101001
114,408,388.333,1011111111100011101010111001100100111010110110110011100001100000000110010001101100011010000000101001
115,409,389.567,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
116,409,390.4,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
117,409,392.233,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
118,409,390.867,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
119,409,390.867,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
120,409,388.933,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
121,409,389.033,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
122,409,388.533,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
123,409,388.067,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
124,409,388.133,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
125,409,387.667,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
126,409,385.2,1011111011100011001010111001100100101010110100010001100001100000000110010011101101011010000000101001
