generation,max_fitness,avg_fitness,best_individual
0,397,378.267,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
1,397,380.533,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
2,397,380.867,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
3,397,380.467,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
4,397,380.7,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
5,397,381.867,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
6,397,379.767,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
7,397,381.6,1100010010110010001100101110101011111010000101101010011010110001011111010110111011111001010100100001
8,397,380.233,1111000110101010011100101110101111111011000100101000011010100000010110011010100010111001000110010000
9,397,380.433,1100010010110010001100101110101011111010000101101010011010110001011111010110111011111001010100100001
10,398,381.6,0111000110100011110010111110111011111010000110001010011010110001011111010110111011111001010100100001
11,398,381.8,0111000110100011110010111110111011111010000110001010011010110001011111010110111011111001010100100001
12,398,383.133,0111000110100011110010111110111011111010000110001010011010110001011111010110111011111001010100100001
13,401,385.567,1000010010110010001100101110100011111010000110001110001010110001011111010110111011111001110100100001
14,402,385.367,0001010100000010110010101111111011111010010101111010011111110001011111010110111011111001010100100001
15,402,385.267,0001010100000010110010101111111011111010010101111010011111110001011111010110111011111001010100100001
16,402,385.567,0001010100000010110010101111111011111010010101111010011111110001011111010110111011111001010100100001
17,402,384.8,0001010100000010110010101111111011111010010101111010011111110001011111010110111011111001010100100001
18,402,385.5,0001010100000010110010101111111011111010010101111010011111110001011111010110111011111001010100100001
19,402,384.9,0101110010101010000000111110100011111010000110001110001010110101010111010110111011111001110100100001
20,402,387.4,0001010100000010110010101111111011111010010101111010011111110001011111010110111011111001010100100001
21,402,384.767,0101110010101010000000111110100011111010000110001110001010110101010111010110111011111001110100100001
22,402,386.267,0101110010101010000000111110100011111010000110001110001010110101010111010110111001111001110100100001
23,404,390.133,0101110010101010101000111010100011111010000110001110001010110101010111010110111011111001110100101001
24,404,389.8,0101110010101010101000111010100011111010000110001110001010110101010111010110111011111001110100101001
25,404,390.033,0101110010101010101000111010100011111010000110001110001010110101010111010110111011111001110100101001
26,404,387.633,0101110010101010101000111010100011111010000110001110001010110101010111010110111011111001110100101001
27,404,387,0101110010101010101000111010100011111010000110001110001010110101010111010110111011111001110100101001
28,407,388.6,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
29,407,386.5,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
30,407,387.167,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
31,407,387.8,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
32,407,389.367,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
33,407,389.167,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
34,407,388.7,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
35,407,386.967,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
36,407,387.2,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
37,407,390.233,0101110010101010101000111000100011111010010100001110001000110100010111010110011011111001010100101001
38,409,392.7,1101110010100001101001111110110011100010000101001110001000110100010111010110011011111001010100101001
39,409,389.9,1101110010100001101001111110110011100010000101001110001000110100010111010110011011111001010100101001
40,409,392.467,1101110010100001101001111110110011100010000101001110001000110100010111010110011011111001010100101001
41,409,390.167,1101110010100001101001111110110011100010000101001110001000110100010111010110011011111001010100101001
42,409,388.267,1101110010100001101001111110110011100010000101001110001000110100010111010110011011111001010100101001
43,409,387.633,1101110010100001101001111110110011100010000101001110001000110100010111010110011011111001010100101001
