generation,max_fitness,avg_fitness,best_individual
0,390,375.367,1010001010000111101010001110111110011001101000000111011101101001110100000011010000010100010111111001
1,390,377.033,1010001010000111101010001110111110011001101000000111011101101001110100000011010000010100010111111001
2,390,377.233,1010001010000111101010001110111110011001101000000111011101101001110100000011010000010100010111111001
3,390,380.067,1010001010000111101010001110111110011001101000000111011101101001110100000011010000010100010111111001
4,390,379.733,0001101001100011110100001100100101111011001000011001011011010100100111100110101010000000000100100011
5,395,381.567,0001001011101001100011011000011100010101000011001110110101000011111110100100001010000000000100110011
6,395,381.267,0001001011101001100011011000011100010101000011001110110101000011111110100100001010000000000100110011
7,395,382.933,0001001011101001100011011000011100010101000011001110110101000011111110100100001010000000000100110011
8,395,383.8,0001001011101001100011011000011100010101000011001110110101000011111110100100001010000000000100110011
9,395,383.967,1100001001101011110111001110100000010001000011001010000111111111100110110010001100101000010111110001
10,397,385.1,1101101010101000100101101100000101001011011011001000011011100100100111001111010000000111110110011011
11,397,381.7,1101101010101000100101101100000101001011011011001000011011100100100111001111010000000111110110011011
12,397,382.967,1101101010101000100101101100000101001011011011001000011011100100100111001111010000000111110110011011
13,397,383.967,1101101010101000100101101100000101001011011011001000011011100100100111001111010000000111110110011011
14,397,383.1,1101101010101000100101101100000101001011011011001000011011100100100111001111010000000111110110011011
15,397,383.367,1101101010101000100101101100000101001011011011001000011011100100100111001111010000000111110110011011
16,397,384.767,1101101010101000100101101100000101001011011011001000011011100100100111001111010000000111110110011011
17,397,384.833,0001101000101011110111001100101100010111000111001111110101100011001100110100001010001001010100111010
18,397,383.633,0100010000101011110111001100110100010111000111101111110101100111101100110010001010000001010100111001
19,399,383.233,1100001001111010110101001000110100010011000111111111010101100111110100110010001010111110110110011001
20,399,385.2,1100001001111010110101001000110100010011000111111111010101100111110100110010001010111110110110011001
21,399,382.9,1100001001100111011111011011101100010011100110101110110011100110101010100110001000111011011010110001
22,399,385.3,1100001001111010110101001000110100010011000111111111010101100111110100110010001010111110110110011001
23,399,384.4,1100001001100111011111011011101100010011100110101110110011100110101010100110001000111011011010110001
24,399,384.233,1100001001111010110101001000110100010011000111111111010101100111110100110010001010111110110110011001
25,399,386,1100001001100111011111011011101100010011100110101110110011100110101010100110001000111011011010110001
26,399,386.867,1100001001111010110101001000110100010011000111111111010101100111110100110010001010111110110110011001
27,399,387.567,1100001001100111011111011011101100010011100110101110110011100110101010100110001000111011011010110001
28,399,387.7,1100001001111010110101001000110100010011000111111111010101100111110100110010001010111110110110011001
29,401,386.267,1100001001100111111011100010100100010011100001101110110001110111010110110010001000111011011010110001
30,401,385.8,1100001001100111111011100010100100010011100001101110110001110111010110110010001000111011011010110001
31,401,385.3,1100001001100111111011100010100100010011100001101110110001110111010110110010001000111011011010110001
32,401,384.833,1100001001100111111011100010100100010011100001101110110001110111010110110010001000111011011010110001
33,401,385.733,1100001001100111111011100010100100010011100001101110110001110111010110110010001000111011011010110001
34,401,385.067,1100001001100111111011100010100100010011100001101110110001110111010110110010001000111011011010110001
