generation,max_fitness,avg_fitness,best_individual
0,390,376.333,1101111111101011101000011100000111010001110001110100101100111110010000100111110001101101100101101001
1,390,378.3,1101111111101011101000011100000111010001110001110100101100111110010000100111110001101101100101101001
2,391,380.9,0101111100010100110110010011001101110000001101001011100111000100100001000011100000010011010100011111
3,391,377.733,0101111100010100110110010011001101110000001101001011100111000100100001000011100000010011010100011111
4,391,380.067,0101111100010100110110010011001101110000001101001011100111000100100001000011100000010011010100011111
5,394,378.9,1101111111101001101110110001001101011011011101001111101101111010110010011000100011010101010100101001
6,394,379.233,1101111111101001101110110001001101011011011101001111101101111010110010011000100011010101010100101001
7,394,375.933,1101111111101001101110110001001101011011011101001111101101111010110010011000100011010101010100101001
8,394,377.133,1101111111101001101110110001001101011011011101001111101101111010110010011000100011010101010100101001
9,394,378.8,1101111111101001101110110001001101011011011101001111101101111010110010011000100011010101010100101001
10,394,381.8,1101111111101001101110110001001101011011011101001111101101111010110010011000100011010101010100101001
11,394,380.133,1101111111101001101110110001001101011011011101001111101101111010110010011000100011010101010100101001
12,394,378.167,1101111101110010101110110111100101010010011111001100100101111101011010100111010001001111110011101000
13,395,379.567,0011111111101011101000011000000101110001110000010100101100111110010000110111110001001100100001101001
14,399,380.8,1101111001110010101111110111100101010010011111001100100101101111111010100111010001001111110011101000
15,401,381.867,1101111001110010101111100111100101010010011101101100100101101111111010100111010001101100100000000001
16,401,382.2,1101111001110010101111100111100101010010011101101100100101101111111010100111010001101100100000000001
17,401,382.033,1101111001110010101111100111100101010010011101101100100101101111111010100111010001101100100000000001
18,401,382.6,1101111001110010101111100111100101010010011101101100100101101111111010100111010001101100100000000001
19,401,380.167,1101111001110010101111100111100101010010011101101100100101101111111010100111010001101100100000000001
20,402,382.867,1101111001110011101111110111100101010110011111001100100001101111111011100011011001001011101100010001
21,402,382.8,1101111001110011101111110111100101010110011111001100100001101111111011100011011001001011101100010001
22,402,385.833,1101111001110011101111110111100101010110011111001100100001101111111011100011011001001011101100010001
23,402,387.6,1101111001110011101111110111100101010110011111001100100001101111111011100011011001001011101100010001
24,402,387.333,1101111001110011101111110111100101010110011111001100100001101111111011100011011001001011101100010001
25,405,385.533,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
26,405,383.7,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
27,405,384.667,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
28,405,383.267,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
29,405,384.9,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
30,405,386.033,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
31,405,387.433,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
32,405,387.3,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
33,405,386.233,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
34,405,385.8,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
35,405,388.6,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
36,405,388.867,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
37,405,387.567,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
38,405,385.233,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
39,405,385.4,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
40,405,385.867,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
41,405,387.3,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
42,405,388.367,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
43,405,389.6,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
44,405,390.133,1100111011100010101111110110100101010010011111001100100001100111111011001011011000011011000100010001
45,405,389.3,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
46,405,386.3,1101111001010011101111110111100101010110011111001100100001101111111011001001001001001011001100010001
47,405,387.6,1100111011100010101111110110100101010010011111001100100001100111111011001011011000011011000100010001
48,405,386.867,1101111001110011101111110111100101010110011111001100100001101111111011001001011001001011001100010001
49,405,389.733,1101111001010011101111110111100101010110011111001100100001101111111011001001001001001011001100010001
50,405,392.1,1101111001010011101111110010100101010110011111011000100001111111111011000011011001001011001100011001
51,408,391.867,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
52,408,389.933,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
53,408,387.4,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
54,408,385.767,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
55,408,384.267,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
56,408,384.3,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
57,408,386.067,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
58,408,384.467,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
59,408,385.433,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
60,408,384.767,1101111001100011101111111111100101101110011111011101100001101110010101111001001001001011001100110001
